id;name;category;barcode;price;purchasePrice;stock;minStock;image;expirationDate;priceStatus;imageStatus
514;Sauce Algérienne;Sauces & Condiments;6111184008356;0.0;0.0;50;5;514.jpg;;MISSING;MISSING
515;Sauce De Soja Supérieure Claire;Sauces & Condiments;8681480324484;0.0;0.0;50;5;515.jpg;;MISSING;MISSING
516;Sauce algérienne;Sauces & Condiments;6111184007618;0.0;0.0;50;5;516.jpg;;MISSING;MISSING
517;Sauce barbecue;Sauces & Condiments;;0.0;0.0;50;5;517.jpg;;MISSING;MISSING
518;Sauce piquante;Sauces & Condiments;;0.0;0.0;50;5;518.jpg;;MISSING;MISSING
519;Sauce pizza star 350 g;Sauces & Condiments;6111184006413;0.0;0.0;50;5;519.jpg;;MISSING;MISSING
520;Sauce tomate;Sauces & Condiments;;0.0;0.0;50;5;520.jpg;;MISSING;MISSING
521;Star Ketchup;Sauces & Condiments;;0.0;0.0;50;5;521.jpg;;MISSING;MISSING
522;Star Mayonnaise;Sauces & Condiments;6111184000657;0.0;0.0;50;5;522.jpg;;MISSING;MISSING
523;Star Mayonnaise;Sauces & Condiments;;0.0;0.0;50;5;523.jpg;;MISSING;MISSING
524;Star Moutarde;Sauces & Condiments;;0.0;0.0;50;5;524.jpg;;MISSING;MISSING
525;Star Pizza;Sauces & Condiments;;0.0;0.0;50;5;525.jpg;;MISSING;MISSING
526;Star Premium Mayonnaise;Sauces & Condiments;6111259344068;0.0;0.0;50;5;526.jpg;;MISSING;MISSING
527;Star Sauces - assortiment;Sauces & Condiments;;0.0;0.0;50;5;527.jpg;;MISSING;MISSING
528;Star Spicy;Sauces & Condiments;;0.0;0.0;50;5;528.jpg;;MISSING;MISSING
529;Star moutarde;Sauces & Condiments;6111184004716;0.0;0.0;50;5;529.jpg;;MISSING;MISSING
530;Star moutarde 200 g;Sauces & Condiments;6111184000701;0.0;0.0;50;5;530.jpg;;MISSING;MISSING
531;sauce tomate cuisinée;Sauces & Condiments;8445290615350;0.0;0.0;50;5;531.jpg;;MISSING;MISSING
532;Levure;Snacks & Fruits secs;6111245370064;0.0;0.0;50;5;532.jpg;;MISSING;MISSING
533;Trios;Snacks & Fruits secs;6111252860077;0.0;0.0;50;5;533.jpg;;MISSING;MISSING
534;Cacao;Sucre & Épicerie sucrée;6111180007650;0.0;0.0;50;5;534.jpg;;MISSING;MISSING
535;Cosumar Sucre En Lingot Pour Le Thé 1 kg;Sucre & Épicerie sucrée;6111029000118;0.0;0.0;50;5;535.jpg;;MISSING;MISSING
536;Cosumar Sucre Granule - Granulated Sugar;Sucre & Épicerie sucrée;6111029000415;0.0;0.0;50;5;536.jpg;;MISSING;MISSING
537;La Peruche Sucre;Sucre & Épicerie sucrée;;0.0;0.0;50;5;537.jpg;;MISSING;MISSING
538;Nescafé classic;Sucre & Épicerie sucrée;6111018501480;0.0;0.0;50;5;538.jpg;;MISSING;OK
539;Samar Gusto Coffee 45g;Sucre & Épicerie sucrée;6111243002493;0.0;0.0;50;5;539.jpg;;MISSING;MISSING
540;Sucre;Sucre & Épicerie sucrée;;0.0;0.0;50;5;540.jpg;;MISSING;MISSING
541;enmer;Sucre & Épicerie sucrée;6111029000293;0.0;0.0;50;5;541.jpg;;MISSING;MISSING
542;miel;Sucre & Épicerie sucrée;6111243380027;0.0;0.0;50;5;542.jpg;;MISSING;MISSING
543;Édulcorant zéro calorie;Sucre & Épicerie sucrée;;0.0;0.0;50;5;543.jpg;;MISSING;MISSING
544;سكر الفانيلين;Sucre & Épicerie sucrée;6111180000392;0.0;0.0;50;5;544.jpg;;MISSING;MISSING
545;Asta;Thé & Café;6111101001361;0.0;0.0;50;5;545.jpg;;MISSING;MISSING
546;Green Tea;Thé & Café;6923818812082;0.0;0.0;50;5;546.jpg;;MISSING;MISSING
547;Lipton Ice Tea Saveur Pêche;Thé & Café;6111252422411;0.0;0.0;50;5;547.jpg;;MISSING;MISSING
548;Nescafe classic;Thé & Café;6111018903185;0.0;0.0;50;5;548.jpg;;MISSING;MISSING
549;Nesquik;Thé & Café;;0.0;0.0;50;5;549.jpg;;MISSING;MISSING
550;Nesquik / Boisson cacao;Thé & Café;;0.0;0.0;50;5;550.jpg;;MISSING;MISSING
551;VIP Gold café instantané;Thé & Café;6111250470209;0.0;0.0;50;5;551.jpg;;MISSING;MISSING
552;VIP crema gold café instantané;Thé & Café;6111250473453;0.0;0.0;50;5;552.jpg;;MISSING;MISSING
553;شاي النسمة;Thé & Café;6111243640831;0.0;0.0;50;5;553.jpg;;MISSING;MISSING
554;قهوة الطبيب;Thé & Café;6111175000741;0.0;0.0;50;5;554.jpg;;MISSING;MISSING
555;Atun;Épicerie;8410111211202;0.0;0.0;50;5;555.jpg;;MISSING;MISSING
556;Capri choco;Épicerie;6111249960964;0.0;0.0;50;5;556.jpg;;MISSING;MISSING
557;Cheeslé Blanc nature;Épicerie;6111259093102;0.0;0.0;50;5;557.jpg;;MISSING;MISSING
558;Crempro;Épicerie;6111259090415;0.0;0.0;50;5;558.jpg;;MISSING;MISSING
559;Danone max;Épicerie;6111032009429;0.0;0.0;50;5;559.jpg;;MISSING;MISSING
560;Daya Ananas Coco;Épicerie;6111126004538;0.0;0.0;50;5;560.jpg;;MISSING;MISSING
561;Extrem;Épicerie;6111259344501;0.0;0.0;50;5;561.jpg;;MISSING;MISSING
562;Halls Plain Hard Candy - Extra Strong Flavor;Épicerie;7622201695323;0.0;0.0;50;5;562.jpg;;MISSING;MISSING
563;Indomie;Épicerie;5285000397465;0.0;0.0;50;5;563.jpg;;MISSING;MISSING
564;KING COOKIES;Épicerie;6111259343108;0.0;0.0;50;5;564.jpg;;MISSING;MISSING
565;Krit krititas galletas saladas;Épicerie;8434165466333;0.0;0.0;50;5;565.jpg;;MISSING;MISSING
566;La prairie classique;Épicerie;6111203001474;0.0;0.0;50;5;566.jpg;;MISSING;MISSING
567;Levure rafiaa;Épicerie;6111246250013;0.0;0.0;50;5;567.jpg;;MISSING;MISSING
568;Luncheon;Épicerie;6111259091665;0.0;0.0;50;5;568.jpg;;MISSING;MISSING
569;MARG FAMILIA 400G;Épicerie;6111037000643;0.0;0.0;50;5;569.jpg;;MISSING;MISSING
570;MARG VITAL OVAL PF 200G;Épicerie;6111203005014;0.0;0.0;50;5;570.jpg;;MISSING;MISSING
571;Magnesium;Épicerie;4058172309250;0.0;0.0;50;5;571.jpg;;MISSING;MISSING
572;Margarine patissière;Épicerie;6111037000506;0.0;0.0;50;5;572.jpg;;MISSING;MISSING
573;Matina;Épicerie;6111243570169;0.0;0.0;50;5;573.jpg;;MISSING;MISSING
574;Mayfine;Épicerie;6111180003102;0.0;0.0;50;5;574.jpg;;MISSING;MISSING
575;Muscly la force pour grandir;Épicerie;6111242101272;0.0;0.0;50;5;575.jpg;;MISSING;MISSING
576;Nouilles Instantanées Goût Boeuf;Épicerie;5285000396437;0.0;0.0;50;5;576.jpg;;MISSING;MISSING
577;Petits fours financiers;Épicerie;6923818881323;0.0;0.0;50;5;577.jpg;;MISSING;MISSING
578;Pringles Sare;Épicerie;5053990101573;0.0;0.0;50;5;578.jpg;;MISSING;MISSING
579;Produit congelé;Épicerie;;0.0;0.0;50;5;579.jpg;;MISSING;MISSING
580;Produit pâtisserie en poudre;Épicerie;;0.0;0.0;50;5;580.jpg;;MISSING;MISSING
581;SALIM LBEN 440G;Épicerie;6111032009924;0.0;0.0;50;5;581.jpg;;MISSING;MISSING
582;Schweppes citron 1l;Épicerie;5449000334343;12.0;0.0;50;5;582.jpg;;OK;MISSING
583;Sport;Épicerie;6111126005719;0.0;0.0;50;5;583.jpg;;MISSING;MISSING
584;Supreme Original;Épicerie;6111259346710;0.0;0.0;50;5;584.jpg;;MISSING;MISSING
585;Tartine & Cuisine;Épicerie;6111099005488;0.0;0.0;50;5;585.jpg;;MISSING;MISSING
586;Vegetal;Épicerie;5410093179616;0.0;0.0;50;5;586.jpg;;MISSING;MISSING
587;flan caram jao dan;Épicerie;6111242102019;0.0;0.0;50;5;587.jpg;;MISSING;MISSING
588;levure pâtisserie;Épicerie;6111180000231;0.0;0.0;50;5;588.jpg;;MISSING;MISSING
589;margarine;Épicerie;6111203007513;0.0;0.0;50;5;589.jpg;;MISSING;MISSING
590;margarine la prairie 225g;Épicerie;6111203001467;0.0;0.0;50;5;590.jpg;;MISSING;MISSING
591;margarine vital 400 g;Épicerie;6111203005021;0.0;0.0;50;5;591.jpg;;MISSING;MISSING
592;pringles hot & spicy;Épicerie;5053990101542;0.0;0.0;50;5;592.jpg;;MISSING;MISSING
593;top cookies original;Épicerie;6111259341494;0.0;0.0;50;5;593.jpg;;MISSING;MISSING
594;سكر النمر;Épicerie;6111029000491;0.0;0.0;50;5;594.jpg;;MISSING;MISSING
595;شييزلي;Épicerie;6111259093096;0.0;0.0;50;5;595.jpg;;MISSING;MISSING
596;قلوتي;Épicerie;6111032007661;0.0;0.0;50;5;596.jpg;;MISSING;MISSING
597;Aicha Double Concentré De Tomates 140 G;Épicerie salée;6111021022002;0.0;0.0;50;5;597.jpg;;MISSING;MISSING
598;Aicha Tomates;Épicerie salée;;0.0;0.0;50;5;598.jpg;;MISSING;MISSING
599;Aicha Tomato Paste;Épicerie salée;6111021090056;0.0;0.0;50;5;599.jpg;;MISSING;MISSING
600;Concentré de tomates Aicha;Épicerie salée;6111021090049;0.0;0.0;50;5;600.jpg;;MISSING;MISSING
601;Danino;Épicerie salée;6111032008446;0.0;0.0;50;5;601.jpg;;MISSING;MISSING
602;Delicia 200 g;Épicerie salée;6111162001416;0.0;0.0;50;5;602.jpg;;MISSING;MISSING
603;Delicia double concentre de tomates;Épicerie salée;6111162001201;0.0;0.0;50;5;603.jpg;;MISSING;MISSING
604;Double concentré de tomates;Épicerie salée;6111021026000;0.0;0.0;50;5;604.jpg;;MISSING;MISSING
605;Double concentré de tomates;Épicerie salée;6111021090100;0.0;0.0;50;5;605.jpg;;MISSING;MISSING
606;Double concentré de tomates;Épicerie salée;6111162001553;0.0;0.0;50;5;606.jpg;;MISSING;MISSING
607;Dtink happy ana;Épicerie salée;6923815199025;0.0;0.0;50;5;607.jpg;;MISSING;MISSING
608;Lio produit;Épicerie salée;6111099000605;0.0;0.0;50;5;608.jpg;;MISSING;MISSING
609;Mutti Passata / Tomates;Épicerie salée;;0.0;0.0;50;5;609.jpg;;MISSING;MISSING
610;Pulmes bulles d’orange;Épicerie salée;6111035001987;0.0;0.0;50;5;610.jpg;;MISSING;MISSING
611;Sel de table iodé;Épicerie salée;6111184001562;0.0;0.0;50;5;611.jpg;;MISSING;MISSING
612;Sella Tomates;Épicerie salée;;0.0;0.0;50;5;612.jpg;;MISSING;MISSING
613;Solis;Épicerie salée;8445291209039;0.0;0.0;50;5;613.jpg;;MISSING;OK
614;jempo;Épicerie salée;7322540548563;0.0;0.0;50;5;614.jpg;;MISSING;MISSING
615;pickers crunchy;Épicerie salée;6111259347625;0.0;0.0;50;5;615.jpg;;MISSING;MISSING
616;Marrakech Épices;Épices & Condiments;;0.0;0.0;50;5;616.jpg;;MISSING;MISSING
617;Persil;Épices & Condiments;;0.0;0.0;50;5;617.jpg;;MISSING;MISSING
618;Widad Basilic;Épices & Condiments;;0.0;0.0;50;5;618.jpg;;MISSING;MISSING
619;Épice;Épices & Condiments;;0.0;0.0;50;5;619.jpg;;MISSING;MISSING
620;Épice / Harissa;Épices & Condiments;;0.0;0.0;50;5;620.jpg;;MISSING;MISSING
